,user_id,condition,id_int,puzzle_cnt,phase,chosen_graph,diff,mis_size,prob,vertices,edges,intersects,valid_sols,success,success_fine,cumu_success,cumu_fail,cumu_quickfail,cumu_timeout,cumu_success_avg,cumu_fail_avg,has_success,has_fail,has_timeout,avg_success_diff,avg_fail_diff,avg_timeout_diff,time,clicks,max_is
385,static-inc:15,static-inc,54,12,train,95,63.832935560859184,5,0.1676,12,22,7,1,False,quick_blunder,6,3,2,2,0.5,0.25,1,1,1,56.16560389518978,55.674605350701235,53.99068058682161,17.909,7,4
386,self-det:13,self-det,12,15,train,126,40.092562284051645,5,0.5499,12,19,3,7,False,blunder,9,4,0,1,0.6,0.26666666666666666,1,1,1,56.19116859991643,51.50251591192654,45.229132569558104,42.126,6,4
387,static-inc:15,static-inc,54,13,train,107,68.20747338692158,7,0.4603,17,36,17,10,True,success,6,4,3,2,0.46153846153846156,0.3076923076923077,1,1,1,56.16560389518978,57.71418790324073,53.99068058682161,16.653,7,7
388,static-inc:15,static-inc,54,14,train,65,72.28868841082581,7,0.2882,17,31,8,6,True,success,7,4,3,2,0.5,0.2857142857142857,1,1,1,57.885870965437185,57.71418790324073,53.99068058682161,12.148,7,7
389,self-det:13,self-det,12,16,post-test,303,69.83363148479428,6,0.2236,15,28,6,3,True,success,9,5,0,1,0.5625,0.3125,1,1,1,56.19116859991643,49.22052518635156,45.229132569558104,44.144,6,6
390,static-inc:15,static-inc,54,15,train,173,78.3157894736842,7,0.266,16,36,24,2,True,success,8,4,3,2,0.5333333333333333,0.26666666666666666,1,1,1,59.68622314611076,57.71418790324073,53.99068058682161,79.483,15,7
391,self-det:13,self-det,12,17,post-test,306,83.8921568627451,7,0.1632,15,26,8,1,False,time,10,5,0,1,0.5882352941176471,0.29411764705882354,1,1,1,57.55541488840421,49.22052518635156,45.229132569558104,90,19,6
392,static-inc:15,static-inc,54,16,post-test,305,83.61370716510903,7,0.1605,15,25,4,1,True,success,9,4,3,2,0.5625,0.25,1,1,1,61.756174960285584,57.71418790324073,53.99068058682161,34.03,11,7
393,self-det:13,self-det,12,18,post-test,302,40.168410805548795,5,0.4109,10,18,2,1,True,success,10,5,0,2,0.5555555555555556,0.2777777777777778,1,1,1,57.55541488840421,49.22052518635156,64.5606447161516,20.025,5,5
394,static-inc:15,static-inc,54,17,post-test,303,69.83363148479428,6,0.2236,15,28,6,3,True,success,10,4,3,2,0.5882352941176471,0.23529411764705882,1,1,1,63.94192818076793,57.71418790324073,53.99068058682161,17.039,6,6
395,static-inc:15,static-inc,54,18,post-test,301,40.25320317266626,5,0.3278,10,15,1,1,True,success,11,4,3,2,0.6111111111111112,0.2222222222222222,1,1,1,64.47753757204306,57.71418790324073,53.99068058682161,66.789,19,5
396,static-inc:14,static-inc,53,1,pre-test,302,40.168410805548795,5,0.4109,10,18,2,1,False,time,0,0,0,0,0.0,0.0,0,0,0,0,0,0,90,17,5
397,static-inc:16,static-inc,55,1,pre-test,303,69.83363148479428,6,0.2236,15,28,6,3,False,blunder,0,0,0,0,0.0,0.0,0,0,0,0,0,0,37.062,10,5
398,static-inc:16,static-inc,55,2,pre-test,302,40.168410805548795,5,0.4109,10,18,2,1,True,success,0,1,0,0,0.0,0.5,0,1,0,0,69.83363148479428,0,14.827,5,5
399,static-inc:14,static-inc,53,2,pre-test,303,69.83363148479428,6,0.2236,15,28,6,3,True,success,0,0,0,1,0.0,0.0,0,0,1,0,0,40.168410805548795,58.669,16,6
400,static-inc:16,static-inc,55,3,pre-test,305,83.61370716510903,7,0.1605,15,25,4,1,True,success,1,1,0,0,0.3333333333333333,0.3333333333333333,1,1,0,40.168410805548795,69.83363148479428,0,22.914,7,7
401,static-inc:16,static-inc,55,4,train,154,42.14330287497214,5,0.4487,12,19,5,5,True,success,2,1,0,0,0.5,0.25,1,1,0,61.89105898532891,69.83363148479428,0,16.506,7,5
402,static-inc:14,static-inc,53,3,pre-test,305,83.61370716510903,7,0.1605,15,25,4,1,True,success,1,0,0,1,0.3333333333333333,0.0,1,0,1,69.83363148479428,0,40.168410805548795,28.528,7,7
403,static-inc:16,static-inc,55,5,train,93,46.23716089404539,6,0.5861,13,23,6,5,True,success,3,1,0,0,0.6,0.2,1,1,0,55.308473615209984,69.83363148479428,0,13.17,6,6
404,static-inc:14,static-inc,53,4,train,13,41.73667656823344,5,0.5723,12,21,4,5,True,success,2,0,0,1,0.5,0.0,1,0,1,76.72366932495166,0,40.168410805548795,12.019,5,5
405,static-inc:14,static-inc,53,5,train,8,46.42684766214178,5,0.5304,12,25,10,3,True,success,3,0,0,1,0.6,0.0,1,0,1,65.06133840604558,0,40.168410805548795,7.606,5,5
406,static-inc:16,static-inc,55,6,train,142,49.326530612244895,6,0.3675,13,20,6,3,False,blunder,4,1,0,0,0.6666666666666666,0.16666666666666666,1,1,0,53.04064543491884,69.83363148479428,0,37.451,15,5
407,static-inc:16,static-inc,55,7,train,94,51.562814070351756,6,0.4776,14,25,8,5,True,success,4,2,0,0,0.5714285714285714,0.2857142857142857,1,1,0,53.04064543491884,59.58008104851959,0,9.863,6,6
408,static-inc:14,static-inc,53,6,train,34,49.13197636244255,6,0.4569,13,23,4,3,True,success,4,0,0,1,0.6666666666666666,0.0,1,0,1,60.40271572006964,0,40.168410805548795,40.046,16,6
409,static-inc:16,static-inc,55,8,train,46,53.70500076464291,7,0.6539,16,27,8,14,False,quick_blunder,5,2,0,0,0.625,0.25,1,1,0,52.745079162005425,59.58008104851959,0,16.936,7,5
410,static-inc:14,static-inc,53,7,train,140,51.37255950788981,5,0.3739,12,26,11,2,True,success,5,0,0,1,0.7142857142857143,0.0,1,0,1,58.148567848544225,0,40.168410805548795,23.642,7,5
411,self-det:15,self-det,14,1,pre-test,306,83.8921568627451,7,0.1632,15,26,8,1,False,blunder,0,0,0,0,0.0,0.0,0,0,0,0,0,0,24.726,7,5
412,static-inc:14,static-inc,53,8,train,46,53.70500076464291,7,0.6539,16,27,8,14,True,success,6,0,0,1,0.75,0.0,1,0,1,57.01923312510183,0,40.168410805548795,17.791,7,7
413,self-det:14,self-det,13,1,pre-test,301,40.25320317266626,5,0.3278,10,15,1,1,True,success,0,0,0,0,0.0,0.0,0,0,0,0,0,0,26.473,5,5
414,static-inc:14,static-inc,53,9,train,153,56.09401709401709,6,0.351,13,26,13,2,True,success,7,0,0,1,0.7777777777777778,0.0,1,0,1,56.54577135932198,0,40.168410805548795,18.951,10,6
415,static-inc:16,static-inc,55,9,train,151,55.54930082466834,7,0.5578,15,28,14,6,False,blunder,5,3,1,0,0.5555555555555556,0.3333333333333333,1,1,0,52.745079162005425,57.62172095389403,0,40.202,13,6
416,self-det:15,self-det,14,2,pre-test,304,69.52080344332855,6,0.2788,15,33,17,3,False,blunder,0,1,0,0,0.0,0.5,0,1,0,0,83.8921568627451,0,46.086,14,3
417,static-inc:16,static-inc,55,10,train,146,58.68428781204111,5,0.3405,13,31,23,2,True,success,5,4,1,0,0.5,0.4,1,1,0,52.745079162005425,57.103615921587604,0,20.552,7,5
418,self-det:15,self-det,14,3,pre-test,302,40.168410805548795,5,0.4109,10,18,2,1,True,success,0,2,0,0,0.0,0.6666666666666666,0,1,0,0,76.70648015303682,0,14.227,5,5
419,static-inc:14,static-inc,53,10,train,146,58.68428781204111,5,0.3405,13,31,23,2,False,blunder,8,0,0,1,0.8,0.0,1,0,1,56.489302076158864,0,40.168410805548795,28.524,9,4
420,static-inc:16,static-inc,55,11,train,48,60.71989613761765,7,0.3081,15,23,6,3,True,success,6,4,1,0,0.5454545454545454,0.36363636363636365,1,1,0,53.73494727034471,57.103615921587604,0,24.717,7,7
421,self-det:14,self-det,13,2,pre-test,303,69.83363148479428,6,0.2236,15,28,6,3,True,success,1,0,0,0,0.5,0.0,1,0,0,40.25320317266626,0,0,56.646,6,6
422,self-det:15,self-det,14,4,train,9,64.96878901373283,6,0.2403,13,27,6,1,True,success,1,2,0,0,0.25,0.5,1,1,0,40.168410805548795,76.70648015303682,0,25.668,6,6
423,static-inc:16,static-inc,55,12,train,95,63.832935560859184,5,0.1676,12,22,7,1,True,success,7,4,1,0,0.5833333333333334,0.3333333333333333,1,1,0,54.732797108526555,57.103615921587604,0,15.853,5,5
